apply_time_rl,climate_pressure,climate_temperature,cmc_0_0_0_2_grad,cmc_0_0_0_2_interpolated,cmc_0_0_0_2_next,cmc_0_0_6_2,cmc_0_0_7_2,cmc_0_6_1_0,cmc_available,cmc_horizon_h,cmc_precipitations,cmc_timedelta_s,fact_latitude,fact_longitude,fact_station_id,fact_temperature,fact_time,gfs_2m_dewpoint,gfs_a_vorticity,gfs_available,gfs_cloudness,gfs_clouds_sea,gfs_horizon_h,gfs_humidity,gfs_precipitable_water,gfs_precipitations,gfs_pressure,gfs_r_velocity,gfs_soil_temperature,gfs_soil_temperature_available,gfs_total_clouds_cover_low,gfs_u_wind,gfs_v_wind,gfs_wind_speed,sun_elevation,weather_datetime,circuit_name,race_datetime
1664649617,757.7735,26.749287,1.5580139,298.58002,299.09937,296.25626,1.125,88.0,1,9.0,0.0,14400.0,1.36042,103.91,35704,25.0,1664672400,23.568293,-4.0045656e-05,1,2.901,0.0,12.0,91.9,64.77586,3.0208333,756.70435,0.026245361,-9999.0,0,90.1,-5.409602,-3.9089112,6.6740828,28.598953,2022-10-01 18:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664646017,757.7735,26.749287,2.0079956,298.5647,298.89935,296.25626,0.625,88.0,1,9.0,-2.0861626e-06,18000.0,1.41695,103.868,35706,26.0,1664676000,22.86828,-9.504565e-05,1,2.578,1.28e-07,12.0,95.8,63.07187,2.5833333,754.3521,0.028245362,25.450006,1,75.9,-3.479602,-2.068911,4.0482125,43.398476,2022-10-01 17:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664641216,757.7735,26.749287,2.1026611,299.01498,299.71588,295.5856,1.875,80.0,1,24.0,0.0,7200.0,1.35019,103.994,35707,26.0,1664676000,23.191492,0.000104709354,1,2.026,0.0,18.0,87.4,63.432686,2.1875,756.7701,-0.12802783,-9999.0,0,35.4,-1.5768237,-4.748125,5.0031056,43.533386,2022-10-01 16:20:16,Singapore Grand Prix,2022-10-02 12:00:00
1664649617,757.7735,26.749287,1.5580139,298.8397,299.09937,296.25626,1.125,88.0,1,9.0,0.0,18000.0,1.35019,103.994,35707,26.0,1664676000,23.568293,-4.0045656e-05,1,2.901,0.0,12.0,91.9,64.77586,3.0208333,756.70435,0.026245361,-9999.0,0,90.1,-5.409602,-3.9089112,6.6740828,43.533386,2022-10-01 18:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664651423,757.7735,26.749287,0.84487915,298.81775,299.09937,295.8067,2.375,92.0,1,12.0,0.0,7200.0,1.35019,103.994,35707,26.0,1664676000,23.568293,-4.0045656e-05,1,2.901,0.0,12.0,91.9,64.77586,3.0208333,756.70435,0.026245361,-9999.0,0,90.1,-5.409602,-3.9089112,6.6740828,43.533386,2022-10-01 19:10:23,Singapore Grand Prix,2022-10-02 12:00:00
1664625016,757.7735,26.749287,2.1026611,299.01498,299.71588,295.5856,1.875,80.0,1,24.0,0.0,7200.0,1.36042,103.91,35704,27.0,1664676000,23.191492,0.000104709354,1,2.026,0.0,18.0,87.4,63.432686,2.1875,756.7701,-0.12802783,-9999.0,0,35.4,-1.5768237,-4.748125,5.0031056,43.448845,2022-10-01 11:50:16,Singapore Grand Prix,2022-10-02 12:00:00
1664647816,757.7735,26.749287,1.1035767,299.09937,300.20294,296.13925,2.75,48.0,1,15.0,0.0,0.0,1.36042,103.91,35704,29.0,1664679600,22.742182,-3.069287e-05,1,2.731,0.0,15.0,90.0,59.178177,0.125,757.88385,0.07905053,-9999.0,0,73.1,-2.5760205,1.2468872,2.861924,58.180527,2022-10-01 18:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664675461,757.7735,26.749287,2.4175415,299.7052,301.3169,296.38925,2.375,80.0,1,15.0,0.0,3600.0,1.41695,103.868,35706,28.0,1664683200,23.185328,7.547241e-05,1,2.128,0.0,9.0,85.7,60.438774,1.6458334,755.69183,-0.052348144,25.481714,1,14.7,0.7913428,1.6765088,1.8538892,72.42726,2022-10-02 01:51:01,Singapore Grand Prix,2022-10-02 12:00:00
1664679782,757.7735,26.749287,1.9175415,300.37772,301.0169,296.13925,2.75,48.0,1,15.0,0.0,7200.0,1.36042,103.91,35704,31.0,1664686800,22.88534,1.7472412e-05,1,2.368,0.0,9.0,84.6,60.704372,0.16666667,758.08,0.0006518555,-9999.0,0,36.8,1.1713427,4.2465086,4.405097,82.95515,2022-10-02 03:03:02,Singapore Grand Prix,2022-10-02 12:00:00
1664656824,756.9419,29.280714,0.006378174,301.0169,301.0233,296.79633,4.125,92.0,1,18.0,0.0,0.0,1.36042,103.91,35704,33.0,1664690400,22.51211,2.6671144e-06,1,2.591,0.0,18.0,85.0,61.300983,0.20833333,756.6619,0.022852538,-9999.0,0,59.1,-1.3177979,1.4750634,1.9779797,74.462036,2022-10-01 20:40:24,Singapore Grand Prix,2022-10-02 12:00:00
1664664016,756.9419,29.280714,0.006378174,301.0169,301.0233,296.79633,4.125,92.0,1,18.0,0.0,0.0,1.366667,103.98333,46870,31.0,1664690400,22.803827,-7.003174e-06,1,2.292,0.0,12.0,81.5,60.257607,0.6041667,756.4964,0.026017578,-9999.0,0,34.7,1.6520947,4.0625854,4.38566,74.39373,2022-10-01 22:40:16,Singapore Grand Prix,2022-10-02 12:00:00
1664680682,756.9419,29.280714,0.006378174,301.01904,301.0233,296.79633,4.125,92.0,1,18.0,0.0,3600.0,1.36042,103.91,35704,33.0,1664694000,22.803827,-7.003174e-06,1,2.292,0.0,12.0,81.5,60.257607,0.6041667,756.4964,0.026017578,-9999.0,0,34.7,1.6520947,4.0625854,4.38566,60.301014,2022-10-02 03:18:02,Singapore Grand Prix,2022-10-02 12:00:00
1664641216,756.9419,29.280714,-1.9400635,301.63773,300.34436,296.58514,5.625,48.0,1,30.0,0.63891727,3600.0,1.35019,103.994,35707,31.0,1664694000,22.825708,2.4513673e-05,1,2.58,0.0,24.0,84.5,61.446465,0.9791667,756.55927,-0.037427,-9999.0,0,58.4,-1.4803418,2.0388258,2.519568,60.221893,2022-10-01 16:20:16,Singapore Grand Prix,2022-10-02 12:00:00
1664641216,756.9419,29.280714,-1.9400635,300.99106,300.34436,296.58514,5.625,48.0,1,30.0,0.63891727,7200.0,1.35019,103.994,35707,31.0,1664697600,22.825708,2.4513673e-05,1,2.58,0.0,24.0,84.5,61.446465,0.9791667,756.55927,-0.037427,-9999.0,0,58.4,-1.4803418,2.0388258,2.519568,45.518864,2022-10-01 16:20:16,Singapore Grand Prix,2022-10-02 12:00:00
1664688421,756.9419,29.280714,1.0345764,300.11887,300.4637,296.5753,2.625,92.0,1,6.0,0.0,7200.0,1.35019,103.994,35707,31.0,1664697600,22.803827,-7.003174e-06,1,2.292,0.0,12.0,81.5,60.257607,0.6041667,756.4964,0.026017578,-9999.0,0,34.7,1.6520947,4.0625854,4.38566,45.518864,2022-10-02 05:27:01,Singapore Grand Prix,2022-10-02 12:00:00
1664649617,756.9419,29.280714,0.5036011,299.23508,299.40295,296.38925,2.375,80.0,1,15.0,0.0,21600.0,1.41695,103.868,35706,31.0,1664701200,23.01211,-2.8332886e-05,1,2.762,0.0,18.0,90.3,60.603382,0.4097222,754.27374,-0.010147461,25.20849,1,76.2,-0.36779785,1.4050635,1.4524045,30.7954,2022-10-01 18:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664697242,756.9419,29.280714,-0.5092163,300.4637,299.9545,296.5562,3.75,92.0,1,9.0,0.0,0.0,1.35019,103.994,35707,30.0,1664701200,23.034449,3.6274538e-05,1,2.343,0.0,9.0,81.6,61.86844,0.6666667,755.4016,-0.025960205,-9999.0,0,58.1,4.810464,1.4068189,5.0119557,30.679007,2022-10-02 07:54:02,Singapore Grand Prix,2022-10-02 12:00:00
1664688421,756.9419,29.280714,-0.8592224,300.01373,299.1545,297.0562,2.625,100.0,1,9.0,0.0,0.0,1.41695,103.868,35706,31.0,1664701200,23.450006,0.00013824743,1,2.356,0.0,15.0,82.4,62.577847,1.375,752.8795,-0.05794116,26.950006,1,56.7,0.8330127,3.4773438,3.575728,30.7954,2022-10-02 05:27:01,Singapore Grand Prix,2022-10-02 12:00:00
1664646017,756.9419,29.280714,1.1035767,299.83508,300.20294,296.13925,2.75,48.0,1,15.0,0.0,21600.0,1.366667,103.98333,46870,31.0,1664701200,22.51211,2.6671144e-06,1,2.591,0.0,18.0,85.0,61.300983,0.15972222,756.6619,0.022852538,-9999.0,0,59.1,-1.3177979,1.4750634,1.9779797,30.687485,2022-10-01 17:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664701381,756.9419,29.280714,-0.5092163,300.12424,299.9545,296.5562,3.75,92.0,1,9.0,0.0,7200.0,1.36042,103.91,35704,26.0,1664708400,23.034449,3.6274538e-05,1,2.343,0.0,9.0,81.6,61.86844,0.6666667,755.4016,-0.025960205,-9999.0,0,58.1,4.810464,1.4068189,5.0119557,0.9517298,2022-10-02 09:03:01,Singapore Grand Prix,2022-10-02 12:00:00
1664626217,756.9419,29.280714,-2.7399597,298.51773,297.6044,297.31836,2.75,92.0,1,33.0,2.940075,7200.0,1.36042,103.91,35704,26.0,1664708400,23.004114,-8.223877e-06,1,2.36,0.0,27.0,85.9,62.521942,0.36979166,755.5746,-0.009793213,-9999.0,0,40.9,2.5325365,3.2079198,4.087113,0.9517298,2022-10-01 12:10:17,Singapore Grand Prix,2022-10-02 12:00:00
1664641216,756.9419,29.280714,-2.7399597,298.51773,297.6044,297.31836,2.75,92.0,1,33.0,2.940075,7200.0,1.36042,103.91,35704,26.0,1664708400,23.004114,-8.223877e-06,1,2.36,0.0,27.0,85.9,62.521942,0.375,755.5746,-0.009793213,-9999.0,0,40.9,2.5325365,3.2079198,4.087113,0.9517298,2022-10-01 16:20:16,Singapore Grand Prix,2022-10-02 12:00:00
1664631622,756.9419,29.280714,-2.7899475,297.8844,296.9544,297.81836,1.75,92.0,1,33.0,2.9244843,7200.0,1.41695,103.868,35706,25.0,1664708400,22.904139,8.877612e-05,1,2.278,0.0,27.0,88.9,62.729942,0.27083334,753.12634,-0.049793214,25.85,1,70.9,2.2825365,2.4579198,3.3543022,0.9879814,2022-10-01 13:40:22,Singapore Grand Prix,2022-10-02 12:00:00
1664649617,756.9419,29.280714,0.5036011,299.347,299.40295,296.38925,2.375,80.0,1,15.0,0.0,28800.0,1.41695,103.868,35706,25.0,1664708400,22.904139,8.877612e-05,1,2.278,0.0,27.0,88.9,62.729942,0.27083334,753.12634,-0.049793214,25.85,1,70.9,2.2825365,2.4579198,3.3543022,0.9879814,2022-10-01 18:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664705522,756.9419,29.280714,-0.5092163,300.12424,299.9545,296.5562,3.75,92.0,1,9.0,0.0,7200.0,1.35019,103.994,35707,26.0,1664710200,23.034449,3.6274538e-05,1,2.343,0.0,9.0,81.6,61.86844,0.6666667,755.4016,-0.025960205,-9999.0,0,58.1,4.810464,1.4068189,5.0119557,0.869161,2022-10-02 10:12:02,Singapore Grand Prix,2022-10-02 12:00:00
1664625016,756.62054,27.862858,0.9252014,297.6044,298.5296,296.81522,0.625,80.0,1,36.0,0.0,0.0,1.366667,103.98333,46870,27.0,1664712000,,,0,,,,,,,,,-9999.0,0,,,,,-14.048632,2022-10-01 11:50:16,Singapore Grand Prix,2022-10-02 12:00:00
1664631622,756.62054,27.862858,0.9252014,297.6044,298.5296,296.81522,0.625,80.0,1,36.0,0.0,0.0,1.366667,103.98333,46870,27.0,1664712000,22.649988,7.488477e-05,1,2.447,0.0,30.0,81.0,60.973473,0.0,756.4088,0.0129106445,-9999.0,0,47.3,4.8833666,0.36170655,4.896744,-14.048632,2022-10-01 13:40:22,Singapore Grand Prix,2022-10-02 12:00:00
1664646017,756.62054,27.862858,-0.47821045,300.20294,299.72473,297.1876,2.75,92.0,1,24.0,0.0,0.0,1.36042,103.91,35704,26.0,1664712000,22.649988,7.488477e-05,1,2.447,0.0,30.0,81.0,60.973473,0.0,756.4088,0.0129106445,-9999.0,0,47.3,4.8833666,0.36170655,4.896744,-13.975061,2022-10-01 17:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664664016,756.62054,27.862858,-0.47821045,300.20294,299.72473,297.1876,2.75,92.0,1,24.0,0.0,0.0,1.36042,103.91,35704,26.0,1664712000,23.249994,4.4967284e-05,1,2.29,0.0,18.0,84.9,62.600647,1.1875,756.6683,0.01693164,-9999.0,0,44.9,2.06302,4.0558057,4.550342,-13.975061,2022-10-01 22:40:16,Singapore Grand Prix,2022-10-02 12:00:00
1664705522,756.62054,27.862858,-0.49087524,299.9545,299.46362,296.72757,3.0,64.0,1,12.0,0.0,0.0,1.36042,103.91,35704,26.0,1664712000,22.409693,5.1462524e-05,1,2.276,0.0,12.0,78.2,61.324726,0.0,756.4326,-0.006273926,-9999.0,0,57.5,2.9421215,-1.6953198,3.395613,-13.975061,2022-10-02 10:12:02,Singapore Grand Prix,2022-10-02 12:00:00
1664705522,756.62054,27.862858,-0.59088135,298.7606,298.56363,297.22757,1.875,68.0,1,12.0,0.0,7200.0,1.41695,103.868,35706,26.0,1664719200,22.70968,4.6462523e-05,1,2.645,0.0,12.0,92.6,59.315125,0.020833334,754.0324,0.028726075,25.749994,1,88.4,1.3521216,-1.2453198,1.8382205,-43.78023,2022-10-02 10:12:02,Singapore Grand Prix,2022-10-02 12:00:00
1664714703,756.62054,27.862858,-0.59088135,298.7606,298.56363,297.22757,1.875,68.0,1,12.0,0.0,7200.0,1.41695,103.868,35706,26.0,1664719200,23.002771,-0.000108316286,1,2.149,0.0,6.0,89.8,59.08932,0.0,753.8486,-0.013655273,26.450006,1,49.5,-1.6568921,0.5574878,1.7481658,-43.78023,2022-10-02 12:45:03,Singapore Grand Prix,2022-10-02 12:00:00
1664667023,756.62054,27.862858,-0.62823486,298.98413,298.77472,297.4376,1.75,92.0,1,24.0,0.0,7200.0,1.41695,103.868,35706,26.0,1664719200,22.649988,0.000121515135,1,2.005,0.0,24.0,93.2,60.82966,0.020833334,754.3587,0.011865723,25.550013,1,38.3,2.0474122,0.6668579,2.1532757,-43.78023,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664641216,756.62054,27.862858,0.9252014,298.2212,298.5296,296.81522,0.625,80.0,1,36.0,0.0,7200.0,1.36042,103.91,35704,26.0,1664719200,22.649988,7.488477e-05,1,2.447,0.0,30.0,81.0,60.973473,0.0,756.4088,0.0129106445,-9999.0,0,47.3,4.8833666,0.36170655,4.896744,-43.81563,2022-10-01 16:20:16,Singapore Grand Prix,2022-10-02 12:00:00
1664646017,756.62054,27.862858,-0.47821045,299.88412,299.72473,297.1876,2.75,92.0,1,24.0,0.0,7200.0,1.36042,103.91,35704,26.0,1664719200,,,0,,,,,,,,,-9999.0,0,,,,,-43.81563,2022-10-01 17:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664667023,756.62054,27.862858,-0.47821045,299.88412,299.72473,297.1876,2.75,92.0,1,24.0,0.0,7200.0,1.36042,103.91,35704,26.0,1664719200,23.050013,6.451514e-05,1,2.3470001,0.0,24.0,84.2,61.04726,0.020833334,756.7108,0.017865723,-9999.0,0,37.4,3.2574122,2.986858,4.4195085,-43.81563,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664656824,756.62054,27.862858,-0.5013733,299.72473,299.22336,297.50787,2.125,80.0,1,27.0,0.0,0.0,1.366667,103.98333,46870,27.0,1664722800,22.707697,7.489172e-05,1,2.086,0.0,27.0,79.4,60.037994,0.0,757.4602,0.013449219,-9999.0,0,19.3,3.6211083,1.0507324,3.7704725,-58.761086,2022-10-01 20:40:24,Singapore Grand Prix,2022-10-02 12:00:00
1664664016,756.62054,27.862858,-0.5013733,299.72473,299.22336,297.50787,2.125,80.0,1,27.0,0.0,0.0,1.366667,103.98333,46870,27.0,1664722800,22.707697,7.489172e-05,1,2.086,0.0,27.0,79.4,60.037994,0.0,757.4602,0.013449219,-9999.0,0,19.3,3.6211083,1.0507324,3.7704725,-58.761086,2022-10-01 22:40:16,Singapore Grand Prix,2022-10-02 12:00:00
1664684419,756.62054,27.862858,-0.5013733,299.72473,299.22336,297.50787,2.125,80.0,1,27.0,0.0,0.0,1.35019,103.994,35707,26.0,1664722800,23.31573,8.654553e-05,1,2.539,0.0,21.0,88.1,60.871716,0.020833334,758.10876,0.04231006,-9999.0,0,57.2,8.219104,-0.48408204,8.233347,-58.769173,2022-10-02 04:20:19,Singapore Grand Prix,2022-10-02 12:00:00
1664651423,756.62054,27.862858,-0.9125061,299.57263,298.81223,297.50787,2.125,80.0,1,27.0,0.0,3600.0,1.36042,103.91,35704,27.0,1664726400,22.707697,7.489172e-05,1,2.086,0.0,27.0,79.4,60.037994,0.0,757.4602,0.013449219,-9999.0,0,19.3,3.6211083,1.0507324,3.7704725,-73.39334,2022-10-01 19:10:23,Singapore Grand Prix,2022-10-02 12:00:00
1664656824,756.62054,27.862858,-0.5013733,299.39047,299.22336,297.50787,2.125,80.0,1,27.0,0.0,7200.0,1.36042,103.91,35704,26.0,1664730000,22.707697,7.489172e-05,1,2.086,0.0,27.0,79.4,60.037994,0.0,757.4602,0.013449219,-9999.0,0,19.3,3.6211083,1.0507324,3.7704725,-85.62328,2022-10-01 20:40:24,Singapore Grand Prix,2022-10-02 12:00:00
1664646017,756.62054,27.862858,-0.9125061,299.42056,298.81223,297.50787,2.125,80.0,1,27.0,0.0,7200.0,1.35019,103.994,35707,26.0,1664731800,23.352839,6.300403e-05,1,2.314,0.0,33.0,84.4,60.585114,0.0,757.5849,0.019537354,-9999.0,0,31.4,4.456133,-0.4598462,4.479797,-85.6334,2022-10-01 17:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664719741,757.67065,27.117144,-0.30795288,299.12585,298.8179,297.35626,1.625,92.0,1,18.0,0.0,0.0,1.366667,103.98333,46870,27.0,1664733600,22.624964,4.5490113e-05,1,1.692,0.0,12.0,77.3,58.950893,0.6875,755.9182,0.022148926,-9999.0,0,37.7,0.8890503,2.2182226,2.3897536,-75.417885,2022-10-02 14:09:01,Singapore Grand Prix,2022-10-02 12:00:00
1664640034,757.67065,27.117144,-0.069000244,298.77512,298.70612,296.78513,1.75,44.0,1,42.0,0.0,0.0,1.36042,103.91,35704,26.0,1664733600,22.070368,3.9373168e-05,1,2.042,0.0,36.0,76.8,56.923717,0.0,755.94977,0.0011147461,-9999.0,0,17.9,4.038833,-0.86875975,4.1312127,-75.48603,2022-10-01 16:00:34,Singapore Grand Prix,2022-10-02 12:00:00
1664670017,757.67065,27.117144,-0.4111328,299.22336,298.81223,297.81787,1.375,92.0,1,30.0,0.0,0.0,1.36042,103.91,35704,26.0,1664733600,21.5693,9.139819e-05,1,2.217,0.0,24.0,83.0,58.84075,0.0,756.3193,0.081579104,-9999.0,0,38.0,6.3519216,-1.6334277,6.558582,-75.48603,2022-10-02 00:20:17,Singapore Grand Prix,2022-10-02 12:00:00
1664689217,757.67065,27.117144,-0.30795288,299.12585,298.8179,297.35626,1.625,92.0,1,18.0,0.0,0.0,1.36042,103.91,35704,26.0,1664733600,21.5693,9.139819e-05,1,2.217,0.0,24.0,83.0,58.84075,0.0,756.3193,0.081579104,-9999.0,0,38.0,6.3519216,-1.6334277,6.558582,-75.48603,2022-10-02 05:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664631622,757.67065,27.117144,-0.069000244,298.77512,298.70612,296.78513,1.75,44.0,1,42.0,0.0,0.0,1.35019,103.994,35707,26.0,1664735400,22.070368,3.9373168e-05,1,2.042,0.0,36.0,76.8,56.923717,0.0,755.94977,0.0011147461,-9999.0,0,17.9,4.038833,-0.86875975,4.1312127,-75.40281,2022-10-01 13:40:22,Singapore Grand Prix,2022-10-02 12:00:00
1664667023,757.67065,27.117144,-0.4111328,299.22336,298.81223,297.81787,1.375,92.0,1,30.0,0.0,0.0,1.35019,103.994,35707,26.0,1664735400,22.0693,9.443518e-05,1,2.059,0.0,30.0,77.1,58.201485,0.020833334,756.15796,0.008303222,-9999.0,0,13.3,5.1831737,0.12217041,5.184613,-75.40281,2022-10-01 23:30:23,Singapore Grand Prix,2022-10-02 12:00:00
1664651423,757.67065,27.117144,-0.9125061,299.1164,298.81223,297.50787,2.125,80.0,1,27.0,0.0,14400.0,1.36042,103.91,35704,26.0,1664737200,22.0693,9.443518e-05,1,2.059,0.0,30.0,77.1,58.201485,0.020833334,756.15796,0.008303222,-9999.0,0,13.3,5.1831737,0.12217041,5.184613,-60.84132,2022-10-01 19:10:23,Singapore Grand Prix,2022-10-02 12:00:00
1664670017,757.67065,27.117144,-0.4111328,299.0863,298.81223,297.81787,1.375,92.0,1,30.0,0.0,3600.0,1.36042,103.91,35704,26.0,1664737200,21.5693,9.139819e-05,1,2.217,0.0,24.0,83.0,58.84075,0.0,756.3193,0.081579104,-9999.0,0,38.0,6.3519216,-1.6334277,6.558582,-60.84132,2022-10-02 00:20:17,Singapore Grand Prix,2022-10-02 12:00:00
1664691016,757.67065,27.117144,-0.30795288,299.0232,298.8179,297.35626,1.625,92.0,1,18.0,0.0,3600.0,1.36042,103.91,35704,26.0,1664737200,21.950037,-9.771728e-06,1,1.652,0.0,18.0,76.4,54.90649,0.0,755.95044,-0.0015908203,-9999.0,0,65.1,2.4053662,-0.38477296,2.4359467,-60.84132,2022-10-02 06:10:16,Singapore Grand Prix,2022-10-02 12:00:00
1664649617,757.67065,27.117144,-1.0625,298.06638,297.71222,297.25787,1.5,80.0,1,27.0,0.0,14400.0,1.41695,103.868,35706,26.0,1664737200,21.969324,0.00010343518,1,1.949,0.0,30.0,93.3,56.630283,0.0,753.9258,0.031303223,24.608484,1,8.6,1.7131739,-0.28782958,1.7371846,-60.89167,2022-10-01 18:40:17,Singapore Grand Prix,2022-10-02 12:00:00
1664664016,757.67065,27.117144,-0.5111389,298.05298,297.71222,297.31787,0.875,92.0,1,30.0,0.0,3600.0,1.41695,103.868,35706,26.0,1664737200,21.969324,0.00010343518,1,1.949,0.0,30.0,93.3,56.630283,0.0,753.9258,0.031303223,24.608484,1,8.6,1.7131739,-0.28782958,1.7371846,-60.89167,2022-10-01 22:40:16,Singapore Grand Prix,2022-10-02 12:00:00
1664647816,757.67065,27.117144,-0.9125061,299.1164,298.81223,297.50787,2.125,80.0,1,27.0,0.0,14400.0,1.35019,103.994,35707,26.0,1664739000,22.070368,3.9373168e-05,1,2.042,0.0,36.0,76.8,56.923717,0.0,755.94977,0.0011147461,-9999.0,0,17.9,4.038833,-0.86875975,4.1312127,-60.756783,2022-10-01 18:10:16,Singapore Grand Prix,2022-10-02 12:00:00
